INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,SCH_DEG,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LOCALE2,LATITUDE,LONGITUDE,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,MN_EARN_WNE_P10,MD_EARN_WNE_P10,SCHTYPE
Victor Valley College,Victorville,CA,92395-5850,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.vvc.edu,https://misweb.cccco.edu/npc/991/npcalc.htm,2,0,1,1,2,2,1,6,8,21,NULL,34.472231,-117.261456,15376,NULL,1126,6214,NULL,416,33300,27800,1
Berkeley City College,Berkeley,CA,94704,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.berkeleycitycollege.edu/wp/,www.berkeleycitycollege.edu/wp/financial_aid/net-price-calculator/,2,0,1,1,1,2,1,6,8,12,NULL,37.869769,-122.269877,13252,NULL,1254,7806,NULL,1014,39000,32600,1
Walden University,Minneapolis,MN,55401,Higher Learning Commission,www.waldenu.edu,www.waldenu.edu/financial-aid/resources/net-price-calculator,3,0,1,1,3,4,3,27,4,11,NULL,44.98125,-93.265738,25065,NULL,12120,12120,NULL,10195,62500,50100,3
West Hills College-Coalinga,Coalinga,CA,93210,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://www.westhillscollege.com/coalinga/,https://www.westhillscollege.com/coalinga/admissions/cost-of-attendance/net-price-calculator.php,2,0,1,1,1,2,1,6,8,32,NULL,36.147891,-120.356747,15115,NULL,1380,11130,NULL,431,32800,28300,1
West Los Angeles College,Culver City,CA,90230-3519,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.wlac.edu,https://misweb.cccco.edu/npc/749/npcalc.htm,1,0,1,1,2,3,1,6,8,21,NULL,34.004512,-118.386664,14890,NULL,1220,7746,NULL,908,37300,31500,1
West Valley College,Saratoga,CA,95070-5698,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.westvalley.edu,https://misweb.cccco.edu/npc/493/npcalc-1617.htm,2,0,1,1,2,2,1,6,8,21,NULL,37.26398,-122.008324,14758,NULL,1463,5243,NULL,1368,45900,38800,1
Westmont College,Santa Barbara,CA,93108-1089,Western Association of Schools and Colleges Senior Colleges and University Commission,www.westmont.edu,www.westmont.edu/a/net-price-calculator.html,3,0,1,1,3,3,2,6,8,22,NULL,34.450151,-119.662517,60930,NULL,45304,45304,NULL,21257,58000,51400,2
Whittier College,Whittier,CA,90601,Western Association of Schools and Colleges Senior Colleges and University Commission,www.whittier.edu,www.whittier.edu/financialaid/npc,3,0,1,1,3,4,2,6,8,21,NULL,33.978773,-118.032299,56292,NULL,48086,48086,NULL,23764,50900,46800,2
Woodbury University,Burbank,CA,91504-1052,Western Association of Schools and Colleges Senior Colleges and University Commission,https://woodbury.edu,npc.collegeboard.org/student/app/woodburyim,3,0,1,1,3,4,2,6,8,11,NULL,34.208011,-118.341147,51282,NULL,39790,39790,NULL,27284,52100,48200,2
Yuba College,Marysville,CA,95901,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://yc.yccd.edu,https://yc.yccd.edu/student/financialaid/net-price-calculator/,2,0,1,1,2,2,1,6,8,22,NULL,39.126536,-121.53964,10227,NULL,1124,6404,NULL,333,34700,28600,1
Adams State University,Alamosa,CO,81101,Higher Learning Commission,www.adams.edu,https://www.adams.edu/netpricecalculator/,3,0,1,1,2,4,1,8,7,33,NULL,37.473636,-105.879642,22096,NULL,9440,20456,NULL,6150,38100,35200,1
Aims Community College,Greeley,CO,80634,Higher Learning Commission,www.aims.edu,www.aims.edu/student/finaid/net-price-calculator/,1,0,1,1,1,2,1,8,7,12,NULL,40.409559,-104.763415,13285,NULL,1835,10424,NULL,2731,37800,34400,1
Arapahoe Community College,Littleton,CO,80160-9002,Higher Learning Commission,www.arapahoe.edu,www.arapahoe.edu/netpricecalculator/npcalc.htm,2,0,1,1,1,2,1,8,7,21,NULL,39.607505,-105.018631,13789,NULL,3918,15006,NULL,6715,40700,38100,1
Bel-Rea Institute of Animal Technology,Denver,CO,80247,Accrediting Commission of Career Schools and Colleges,www.bel-rea.com,www.bel-rea.com/?q=degreeProgram,2,0,1,1,2,2,3,8,7,21,NULL,39.686194,-104.876207,23043,NULL,12338,12338,NULL,9187,30900,29600,3
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,80217-3364,Higher Learning Commission,www.ucdenver.edu/,www.ucdenver.edu/student-services/resources/CostsAndFinancing/FASO/Learn/Pages/Net-Price-Calculator.aspx,3,0,1,1,3,4,1,8,7,11,NULL,39.745149,-104.837722,22243,NULL,9283,25771,NULL,14528,71200,56400,1
University of Colorado Colorado Springs,Colorado Springs,CO,80918,Higher Learning Commission,https://www.uccs.edu,https://www.uccs.edu/ir/standard-reports/net-price-calculators,3,0,1,1,3,4,1,8,7,11,NULL,38.892735,-104.800296,21737,NULL,8523,20067,NULL,10806,49300,43900,1
Spartan College of Aeronautics and Technology,Broomfield,CO,80021-3465,Accrediting Commission of Career Schools and Colleges,www.spartan.edu,www.spartan.edu/calculator/den/,2,0,1,1,2,2,3,8,7,13,NULL,39.914822,-105.119096,26120,NULL,15190,15190,NULL,15463,51800,46300,3
University of Colorado Boulder,Boulder,CO,80309-0017,Higher Learning Commission,www.colorado.edu,ofa.colorado.edu/NetPriceCalculator/,3,0,1,1,3,4,1,8,7,12,NULL,40.008781,-105.270823,30178,NULL,12532,37286,NULL,20468,59700,50800,1
Colorado Christian University,Lakewood,CO,80226,Higher Learning Commission,https://WWW.CCU.EDU,https://www.ccu.edu/finaid/calculator/,3,0,1,1,3,4,2,8,7,12,NULL,39.71388,-105.09456,43486,NULL,31866,31866,NULL,12657,44600,39300,2
Colorado College,Colorado Springs,CO,80903,Higher Learning Commission,www.coloradocollege.edu,https://npc.collegeboard.org/student/app/coloradocollege,3,0,1,1,3,4,2,8,7,11,NULL,38.84886,-104.822697,68532,NULL,55470,55470,NULL,36561,49900,45400,2
Colorado Mountain College,Glenwood Springs,CO,81601-0233,Higher Learning Commission,coloradomtn.edu/,coloradomountaincollege.com/tuition-calculator/npcalc.htm,1,0,1,1,1,3,1,8,7,33,NULL,39.54636,-107.324441,11125,NULL,2220,11172,NULL,2496,37100,32700,1
Colorado Northwestern Community College,Rangely,CO,81648-3598,Higher Learning Commission,www.cncc.edu,cncc.edu/cal/index.html,2,0,1,1,1,2,1,8,7,43,NULL,40.081112,-108.790048,18778,NULL,4018,6401,NULL,6797,43300,38400,1
Colorado School of Mines,Golden,CO,80401,Higher Learning Commission,www.mines.edu,ir.mines.edu/net-price-calculator/,3,0,1,1,3,4,1,8,7,21,NULL,39.751443,-105.223364,33038,NULL,18964,38584,NULL,21358,95600,84900,1
Colorado State University-Fort Collins,Fort Collins,CO,80523-0100,Higher Learning Commission,colostate.edu,admissions.colostate.edu/cost-financial-aid/net-price-calculator/,3,0,1,1,3,4,1,8,7,12,NULL,40.574805,-105.080732,26861,NULL,11707,29608,NULL,15368,53400,47100,1
Colorado Technical University-Colorado Springs,Colorado Springs,CO,80907-3812,Higher Learning Commission,www.coloradotech.edu/Colorado-Springs,coloradotech.studentaidcalculator.com,3,0,1,2,3,4,3,8,7,11,NULL,38.894265,-104.833928,21248,NULL,11960,11960,NULL,13826,51300,42200,3
Community College of Aurora,Aurora,CO,80011-9036,Higher Learning Commission,https://www.ccaurora.edu,www.ccaurora.edu/net-price-calculator/index.htm,2,0,1,1,2,2,1,8,7,11,NULL,39.71788,-104.802673,21081,NULL,3826,14914,NULL,5614,38400,34200,1
CollegeAmerica-Denver,Denver,CO,80222,NULL,www.collegeamerica.edu,https://collegeamerica.studentaidcalculator.com,2,0,1,3,2,2,2,8,7,11,NULL,39.691571,-104.941168,31582,NULL,16972,16972,NULL,16640,29100,27100,NULL
Community College of Denver,Denver,CO,80204-2026,Higher Learning Commission,www.ccd.edu,ccd.edu/cost_calculator/,2,0,1,1,2,3,1,8,7,11,NULL,39.741413,-105.001044,13440,NULL,4750,15830,NULL,5203,36400,31500,1
University of Denver,Denver,CO,80208,Higher Learning Commission,www.du.edu,https://www.du.edu/financialaid/undergraduate/calculator/,3,0,1,1,3,4,2,8,7,11,NULL,39.678005,-104.963259,64513,NULL,50556,50556,NULL,28488,65400,56500,2
Fort Lewis College,Durango,CO,81301-3999,Higher Learning Commission,fortlewis.edu/,www.fortlewis.edu/home/Cost.aspx,3,0,1,1,3,4,1,8,7,32,NULL,37.275939,-107.867422,25229,NULL,9040,19696,NULL,5025,39400,35200,1
Front Range Community College,Westminster,CO,80031,Higher Learning Commission,www.frontrange.edu,www.frontrange.edu/npc/,1,0,1,1,1,2,1,8,7,21,NULL,39.901452,-105.038068,15314,NULL,3986,15074,NULL,6034,40600,35700,1
Lamar Community College,Lamar,CO,81052-3999,Higher Learning Commission,https://www.lamarcc.edu,https://www.lamarcc.edu/admission/paying-for-college/net-price-calculator/,2,0,1,1,1,2,1,8,7,33,NULL,38.068886,-102.616144,16650,NULL,3950,6332,NULL,3558,32100,28400,1
Colorado Mesa University,Grand Junction,CO,81501-3122,Higher Learning Commission,www.coloradomesa.edu,https://www.coloradomesa.edu/financial-aid/resources/financial-aid-calculator.html,3,0,1,1,3,4,1,8,7,13,NULL,39.080643,-108.553275,21181,NULL,8627,20944,NULL,8494,42300,36800,1
Metropolitan State University of Denver,Denver,CO,80217-3362,Higher Learning Commission,www.msudenver.edu/,www.msudenver.edu/net-price-calculator/,3,0,1,1,3,4,1,8,7,11,NULL,39.744202,-105.00504,21702,NULL,7666,20847,NULL,7043,44200,40200,1
Morgan Community College,Fort  Morgan,CO,80701,Higher Learning Commission,https://www.morgancc.edu,https://www.morgancc.edu/npc/npcalc.htm,1,0,1,1,1,2,1,8,7,33,NULL,40.258792,-103.771822,15452,NULL,3765,14853,NULL,4718,34000,28400,1
Naropa University,Boulder,CO,80302-6697,Higher Learning Commission,www.naropa.edu,www.naropa.edu/admissions/affording/undergraduate-costs-aid/cost-calculator.php,3,0,1,1,3,4,2,8,7,12,NULL,40.014235,-105.266987,50081,NULL,31790,31790,NULL,21913,27800,20700,2
Northeastern Junior College,Sterling,CO,80751-2944,Higher Learning Commission,www.njc.edu,www.njc.edu/cost-calculator/,1,0,1,1,1,2,1,8,7,33,NULL,40.637215,-103.197329,17344,NULL,5072,7306,NULL,4709,37700,33200,1
University of Northern Colorado,Greeley,CO,80639,Higher Learning Commission,https://www.unco.edu,https://www.unco.edu/financial-aid/resources/net-price-calculator.aspx,3,0,1,1,3,4,1,8,7,12,NULL,40.410855,-104.692777,22886,NULL,9918,21786,NULL,10249,47100,42000,1
Otero Junior College,La Junta,CO,81050,Higher Learning Commission,WWW.OJC.EDU,https://www.ojc.edu/Calculator/TuitionCalculator.aspx,1,0,1,4,1,2,1,8,7,33,NULL,37.969984,-103.544874,17667,NULL,3975,6358,NULL,3043,31100,25900,1
Pikes Peak Community College,Colorado Springs,CO,80906-5498,Higher Learning Commission,www.ppcc.edu,www.ppcc.edu/paying-for-college/tuition-calculator/,1,0,1,1,1,2,1,8,7,21,NULL,38.764287,-104.787261,15941,NULL,3840,14928,NULL,5209,35700,31300,1
Pueblo Community College,Pueblo,CO,81004-1499,Higher Learning Commission,www.pueblocc.edu,www.pueblocc.edu/NetPriceCalculator/index.htm,1,0,1,1,1,3,1,8,7,12,NULL,38.262124,-104.636258,18953,NULL,5179,16262,NULL,3924,31900,27700,1
Red Rocks Community College,Lakewood,CO,80228-1255,Higher Learning Commission,www.rrcc.edu,https://www.rrcc.edu/net_price_calculator/index.html,1,0,1,1,1,3,1,8,7,12,NULL,39.720277,-105.150094,15615,NULL,4158,15246,NULL,6292,43300,36900,1
Regis University,Denver,CO,80221-1099,Higher Learning Commission,www.regis.edu/,www.regis.edu/RC/Financial-Aid/Applying-for-Aid/Net-Price-Calculator.aspx,3,0,1,1,3,4,2,8,7,11,NULL,39.788175,-105.030756,48280,NULL,36810,36810,NULL,15755,62700,56400,2
Rocky Mountain College of Art and Design,Lakewood,CO,80214,Higher Learning Commission,www.rmcad.edu,www.rmcad.edu/consumer-information,3,0,1,1,3,4,3,8,7,12,NULL,39.74332,-105.069911,25620,NULL,19020,19020,NULL,17968,36700,33000,3
Colorado State University-Pueblo,Pueblo,CO,81001-4901,Higher Learning Commission,https://www.csupueblo.edu,https://www.csupueblo.edu/student-financial-services/net-price-calculator.html,3,0,1,1,3,4,1,8,7,12,NULL,38.30859,-104.579033,20870,NULL,10408,26329,NULL,5757,41600,37500,1
Pickens Technical College,Aurora,CO,80011-9307,Council on Occupational Education,www.pickenstech.org,www.pickenstech.org,1,0,1,1,1,1,1,8,7,11,NULL,39.723705,-104.789683,10856,NULL,4510,7990,NULL,2910,35900,33100,1
Trinidad State Junior College,Trinidad,CO,81082,Higher Learning Commission,www.trinidadstate.edu/,trinidadstate.edu/NetPriceCalculator/npcalc.htm,1,0,1,1,1,2,1,8,7,33,NULL,37.172059,-104.513451,18728,NULL,5160,8162,NULL,3722,33200,27000,1
Western Colorado University,Gunnison,CO,81231,Higher Learning Commission,www.western.edu,www.western.edu/financial-aid/net-price-calculator,3,0,1,1,3,4,1,8,7,33,NULL,38.549936,-106.919132,23409,NULL,10114,21586,NULL,10527,43400,39000,1
Albertus Magnus College,New Haven,CT,06511-1189,New England Commission on Higher Education,https://www.albertus.edu,https://www.albertus.edu/admission-aid/financial-aid/net-price-calculator.php,3,0,1,1,3,4,2,9,1,12,NULL,41.332519,-72.923848,47496,NULL,32060,32060,NULL,12493,56000,51200,2
Asnuntuck Community College,Enfield,CT,6082,New England Commission on Higher Education,www.Asnuntuck.edu,bor.ct.edu/finaid/netprice/m_npcalc.html,1,0,1,1,1,2,1,9,1,21,NULL,41.998409,-72.570177,13353,NULL,4464,13232,NULL,3944,37200,36300,1
University of Bridgeport,Bridgeport,CT,06604-5620,New England Commission on Higher Education,www.bridgeport.edu,tcc.noellevitz.com/University%20of%20Bridgeport/cost,3,0,1,1,3,4,2,9,1,12,NULL,41.164741,-73.190166,49222,NULL,33055,33055,NULL,16748,47100,43100,2
Central Connecticut State University,New Britain,CT,6050,New England Commission on Higher Education,www2.ccsu.edu/,web.ccsu.edu/npcalc/,3,0,1,1,3,4,1,9,1,21,NULL,41.692502,-72.765991,21628,NULL,10616,23124,NULL,9228,51600,47900,1
Connecticut College,New London,CT,06320-4196,New England Commission on Higher Education,www.conncoll.edu,https://conncoll.studentaidcalculator.com/survey.aspx,3,0,1,1,3,3,2,9,1,13,NULL,41.379833,-72.107321,69379,NULL,54820,54820,NULL,29719,62900,54900,2
Porter and Chester Institute of Hamden,Hamden,CT,6514,Accrediting Commission of Career Schools and Colleges,www.porterchester.edu,www.porterchester.edu/financial-aid/calculator/,1,0,1,1,1,1,3,9,1,21,NULL,41.346568,-72.931908,28435,NULL,17220,17220,NULL,16125,41900,36900,3
University of Connecticut,Storrs,CT,6269,New England Commission on Higher Education,uconn.edu/,financialaid.uconn.edu/pricecalc/,3,0,1,5,3,4,1,9,1,21,NULL,41.809098,-72.249948,30687,NULL,15730,38098,NULL,14857,66000,58400,1
Goodwin College,East Hartford,CT,6118,New England Commission on Higher Education,www.goodwin.edu,www.goodwin.edu/institutional-effectiveness/npcalc/npcalc.htm,2,0,1,1,2,3,2,9,1,13,NULL,41.742977,-72.64032,31184,NULL,20898,20898,NULL,23156,43000,38300,2
Eastern Connecticut State University,Willimantic,CT,6226,New England Commission on Higher Education,www.easternct.edu/,https://easternct.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,1,9,1,31,NULL,41.721673,-72.218753,25926,NULL,11356,23864,NULL,6827,49000,46400,1
Fairfield University,Fairfield,CT,06824-5195,New England Commission on Higher Education,fairfield.edu,npc.collegeboard.org/app/fairfield,3,0,1,1,3,4,2,9,1,21,NULL,41.157673,-73.255903,63771,NULL,48350,48350,NULL,29223,80100,72100,2
Capital Community College,Hartford,CT,6103,New England Commission on Higher Education,www.ccc.commnet.edu,www.ccc.commnet.edu/financialAid.htm,2,0,1,1,2,2,1,9,1,12,NULL,41.768397,-72.672734,11212,NULL,4464,13232,NULL,2695,35600,32300,1
University of Hartford,West Hartford,CT,06117-1599,New England Commission on Higher Education,www.hartford.edu,https://www.hartford.edu/admission/tuition-fees/tuition-calculator.aspx,3,0,1,1,3,4,2,9,1,12,NULL,41.798591,-72.715213,53430,NULL,40694,40694,NULL,15745,51700,47800,2
Housatonic Community College,Bridgeport,CT,06604-4704,New England Commission on Higher Education,www.hcc.commnet.edu,bor.ct.edu/finaid/netprice/e_npcalc.html,2,0,1,1,2,2,1,9,1,12,NULL,41.175228,-73.191003,11596,NULL,4404,13172,NULL,2551,34200,29900,1
Manchester Community College,Manchester,CT,6040,New England Commission on Higher Education,www.manchestercc.edu/,bor.ct.edu/finaid/netprice/b_npcalc.htm,2,0,1,1,2,2,1,9,1,21,NULL,41.761625,-72.561939,12012,NULL,4464,13232,NULL,3693,36600,34700,1
Naugatuck Valley Community College,Waterbury,CT,06708-3089,New England Commission on Higher Education,https://nv.edu,https://nv.edu/admissions-and-aid/paying-for-college/financial-aid,2,0,1,1,2,2,1,9,1,22,NULL,41.549749,-73.072963,10863,NULL,4424,13192,NULL,3623,38800,35400,1
Middlesex Community College,Middletown,CT,06457-4829,New England Commission on Higher Education,www.mxcc.edu,www.commnet.edu/finaid/netprice/f_npcalc.htm,2,0,1,1,2,2,1,9,1,13,NULL,41.539516,-72.611838,11025,NULL,4384,13152,NULL,3614,37900,35300,1
Mitchell College,New London,CT,6320,New England Commission on Higher Education,www.mitchell.edu,community.mitchell.edu/CostCalculator,3,0,1,1,3,3,2,9,1,13,NULL,41.328013,-72.09523,47349,NULL,33200,33200,NULL,28741,34000,32000,2
Three Rivers Community College,Norwich,CT,6360,New England Commission on Higher Education,www.threerivers.edu,www.threerivers.edu/paying-for-trcc/net-price-calculator/,2,0,1,3,2,2,1,9,1,13,NULL,41.509945,-72.103039,12143,NULL,4464,13212,NULL,3556,37300,32700,1
University of New Haven,West Haven,CT,06516-1916,New England Commission on Higher Education,www.newhaven.edu,https://newhaven.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,9,1,21,NULL,41.291314,-72.961472,54609,NULL,39270,39270,NULL,20345,54600,52100,2
Norwalk Community College,Norwalk,CT,6854,New England Commission on Higher Education,https://norwalk.edu,bor.ct.edu/finaid/netprice/d_npcalc.html,2,0,1,1,2,2,1,9,1,13,NULL,41.102574,-73.450965,12826,NULL,4414,13182,NULL,3858,36700,33500,1
Northwestern Connecticut Community College,Winsted,CT,6098,New England Commission on Higher Education,www.nwcc.commnet.edu,www.nwcc.edu/financial-aid/calculator/,2,0,1,1,2,2,1,9,1,31,NULL,41.920668,-73.058734,11276,NULL,4414,13182,NULL,3228,34900,33900,1
Paier College of Art Inc,Hamden,CT,06514-3902,Accrediting Commission of Career Schools and Colleges,www.paiercollegeofart.edu,www.paiercollegeofart.edu,3,0,1,1,3,3,3,9,1,21,NULL,41.347714,-72.935048,21570,NULL,17570,17570,NULL,17067,33900,31400,3
Porter and Chester Institute of Stratford,Stratford,CT,06615-7158,Accrediting Commission of Career Schools and Colleges,www.porterchester.edu,www.porterchester.edu/financial-aid/calculator/,1,0,1,7,1,1,3,9,1,13,NULL,41.169646,-73.149023,28396,NULL,17220,17220,NULL,14834,42200,39900,3
